image_path,label
imagenes_ecg_test\0.0\ecg_133.png,0.0
imagenes_ecg_test\0.0\ecg_134.png,0.0
imagenes_ecg_test\0.0\ecg_135.png,0.0
imagenes_ecg_test\0.0\ecg_136.png,0.0
imagenes_ecg_test\0.0\ecg_137.png,0.0
imagenes_ecg_test\0.0\ecg_138.png,0.0
imagenes_ecg_test\0.0\ecg_139.png,0.0
imagenes_ecg_test\0.0\ecg_140.png,0.0
imagenes_ecg_test\0.0\ecg_141.png,0.0
imagenes_ecg_test\0.0\ecg_142.png,0.0
imagenes_ecg_test\0.0\ecg_143.png,0.0
imagenes_ecg_test\0.0\ecg_144.png,0.0
imagenes_ecg_test\0.0\ecg_145.png,0.0
imagenes_ecg_test\0.0\ecg_146.png,0.0
imagenes_ecg_test\0.0\ecg_147.png,0.0
imagenes_ecg_test\0.0\ecg_148.png,0.0
imagenes_ecg_test\0.0\ecg_149.png,0.0
imagenes_ecg_test\0.0\ecg_150.png,0.0
imagenes_ecg_test\0.0\ecg_151.png,0.0
imagenes_ecg_test\0.0\ecg_152.png,0.0
imagenes_ecg_test\0.0\ecg_153.png,0.0
imagenes_ecg_test\0.0\ecg_154.png,0.0
imagenes_ecg_test\0.0\ecg_155.png,0.0
imagenes_ecg_test\0.0\ecg_156.png,0.0
imagenes_ecg_test\0.0\ecg_157.png,0.0
imagenes_ecg_test\0.0\ecg_158.png,0.0
imagenes_ecg_test\0.0\ecg_159.png,0.0
imagenes_ecg_test\0.0\ecg_160.png,0.0
imagenes_ecg_test\0.0\ecg_161.png,0.0
imagenes_ecg_test\0.0\ecg_162.png,0.0
imagenes_ecg_test\0.0\ecg_163.png,0.0
imagenes_ecg_test\0.0\ecg_164.png,0.0
imagenes_ecg_test\0.0\ecg_165.png,0.0
imagenes_ecg_test\0.0\ecg_166.png,0.0
imagenes_ecg_test\0.0\ecg_167.png,0.0
imagenes_ecg_test\0.0\ecg_168.png,0.0
imagenes_ecg_test\0.0\ecg_169.png,0.0
imagenes_ecg_test\0.0\ecg_170.png,0.0
imagenes_ecg_test\0.0\ecg_171.png,0.0
imagenes_ecg_test\0.0\ecg_172.png,0.0
imagenes_ecg_test\0.0\ecg_173.png,0.0
imagenes_ecg_test\0.0\ecg_174.png,0.0
imagenes_ecg_test\0.0\ecg_175.png,0.0
imagenes_ecg_test\0.0\ecg_176.png,0.0
imagenes_ecg_test\0.0\ecg_177.png,0.0
imagenes_ecg_test\0.0\ecg_178.png,0.0
imagenes_ecg_test\0.0\ecg_179.png,0.0
imagenes_ecg_test\0.0\ecg_180.png,0.0
imagenes_ecg_test\0.0\ecg_181.png,0.0
imagenes_ecg_test\0.0\ecg_182.png,0.0
imagenes_ecg_test\0.0\ecg_183.png,0.0
imagenes_ecg_test\0.0\ecg_184.png,0.0
imagenes_ecg_test\0.0\ecg_185.png,0.0
imagenes_ecg_test\0.0\ecg_186.png,0.0
imagenes_ecg_test\0.0\ecg_187.png,0.0
imagenes_ecg_test\0.0\ecg_188.png,0.0
imagenes_ecg_test\0.0\ecg_189.png,0.0
imagenes_ecg_test\0.0\ecg_190.png,0.0
imagenes_ecg_test\0.0\ecg_191.png,0.0
imagenes_ecg_test\0.0\ecg_192.png,0.0
imagenes_ecg_test\0.0\ecg_193.png,0.0
imagenes_ecg_test\0.0\ecg_194.png,0.0
imagenes_ecg_test\0.0\ecg_195.png,0.0
imagenes_ecg_test\0.0\ecg_196.png,0.0
imagenes_ecg_test\0.0\ecg_197.png,0.0
imagenes_ecg_test\0.0\ecg_198.png,0.0
imagenes_ecg_test\0.0\ecg_199.png,0.0
imagenes_ecg_test\0.0\ecg_200.png,0.0
imagenes_ecg_test\0.0\ecg_201.png,0.0
imagenes_ecg_test\0.0\ecg_202.png,0.0
imagenes_ecg_test\0.0\ecg_203.png,0.0
imagenes_ecg_test\0.0\ecg_204.png,0.0
imagenes_ecg_test\0.0\ecg_205.png,0.0
imagenes_ecg_test\0.0\ecg_206.png,0.0
imagenes_ecg_test\0.0\ecg_207.png,0.0
imagenes_ecg_test\0.0\ecg_208.png,0.0
imagenes_ecg_test\0.0\ecg_209.png,0.0
imagenes_ecg_test\0.0\ecg_210.png,0.0
imagenes_ecg_test\0.0\ecg_211.png,0.0
imagenes_ecg_test\0.0\ecg_212.png,0.0
imagenes_ecg_test\0.0\ecg_213.png,0.0
imagenes_ecg_test\0.0\ecg_214.png,0.0
imagenes_ecg_test\0.0\ecg_215.png,0.0
imagenes_ecg_test\0.0\ecg_216.png,0.0
imagenes_ecg_test\0.0\ecg_217.png,0.0
imagenes_ecg_test\0.0\ecg_218.png,0.0
imagenes_ecg_test\0.0\ecg_219.png,0.0
imagenes_ecg_test\0.0\ecg_220.png,0.0
imagenes_ecg_test\0.0\ecg_221.png,0.0
imagenes_ecg_test\0.0\ecg_222.png,0.0
imagenes_ecg_test\0.0\ecg_223.png,0.0
imagenes_ecg_test\0.0\ecg_224.png,0.0
imagenes_ecg_test\0.0\ecg_225.png,0.0
imagenes_ecg_test\0.0\ecg_226.png,0.0
imagenes_ecg_test\0.0\ecg_227.png,0.0
imagenes_ecg_test\0.0\ecg_228.png,0.0
imagenes_ecg_test\0.0\ecg_229.png,0.0
imagenes_ecg_test\0.0\ecg_230.png,0.0
imagenes_ecg_test\0.0\ecg_231.png,0.0
imagenes_ecg_test\0.0\ecg_232.png,0.0
imagenes_ecg_test\0.0\ecg_233.png,0.0
imagenes_ecg_test\0.0\ecg_234.png,0.0
imagenes_ecg_test\0.0\ecg_235.png,0.0
imagenes_ecg_test\0.0\ecg_236.png,0.0
imagenes_ecg_test\0.0\ecg_237.png,0.0
imagenes_ecg_test\0.0\ecg_238.png,0.0
imagenes_ecg_test\0.0\ecg_239.png,0.0
imagenes_ecg_test\0.0\ecg_240.png,0.0
imagenes_ecg_test\0.0\ecg_241.png,0.0
imagenes_ecg_test\0.0\ecg_242.png,0.0
imagenes_ecg_test\0.0\ecg_243.png,0.0
imagenes_ecg_test\0.0\ecg_244.png,0.0
imagenes_ecg_test\0.0\ecg_245.png,0.0
imagenes_ecg_test\0.0\ecg_246.png,0.0
imagenes_ecg_test\0.0\ecg_247.png,0.0
imagenes_ecg_test\0.0\ecg_248.png,0.0
imagenes_ecg_test\0.0\ecg_249.png,0.0
imagenes_ecg_test\0.0\ecg_250.png,0.0
imagenes_ecg_test\0.0\ecg_251.png,0.0
imagenes_ecg_test\0.0\ecg_252.png,0.0
imagenes_ecg_test\0.0\ecg_253.png,0.0
imagenes_ecg_test\0.0\ecg_254.png,0.0
imagenes_ecg_test\0.0\ecg_255.png,0.0
imagenes_ecg_test\0.0\ecg_256.png,0.0
imagenes_ecg_test\0.0\ecg_257.png,0.0
imagenes_ecg_test\0.0\ecg_258.png,0.0
imagenes_ecg_test\0.0\ecg_259.png,0.0
imagenes_ecg_test\0.0\ecg_260.png,0.0
imagenes_ecg_test\0.0\ecg_261.png,0.0
imagenes_ecg_test\0.0\ecg_262.png,0.0
imagenes_ecg_test\0.0\ecg_263.png,0.0
imagenes_ecg_test\0.0\ecg_264.png,0.0
imagenes_ecg_test\0.0\ecg_265.png,0.0
imagenes_ecg_test\0.0\ecg_266.png,0.0
imagenes_ecg_test\0.0\ecg_267.png,0.0
imagenes_ecg_test\0.0\ecg_268.png,0.0
imagenes_ecg_test\0.0\ecg_269.png,0.0
imagenes_ecg_test\0.0\ecg_270.png,0.0
imagenes_ecg_test\0.0\ecg_271.png,0.0
imagenes_ecg_test\0.0\ecg_272.png,0.0
imagenes_ecg_test\0.0\ecg_273.png,0.0
imagenes_ecg_test\0.0\ecg_274.png,0.0
imagenes_ecg_test\0.0\ecg_275.png,0.0
imagenes_ecg_test\0.0\ecg_276.png,0.0
imagenes_ecg_test\0.0\ecg_277.png,0.0
imagenes_ecg_test\0.0\ecg_278.png,0.0
imagenes_ecg_test\0.0\ecg_279.png,0.0
imagenes_ecg_test\0.0\ecg_280.png,0.0
imagenes_ecg_test\0.0\ecg_281.png,0.0
imagenes_ecg_test\0.0\ecg_282.png,0.0
imagenes_ecg_test\0.0\ecg_283.png,0.0
imagenes_ecg_test\0.0\ecg_284.png,0.0
imagenes_ecg_test\0.0\ecg_285.png,0.0
imagenes_ecg_test\0.0\ecg_286.png,0.0
imagenes_ecg_test\0.0\ecg_287.png,0.0
imagenes_ecg_test\0.0\ecg_288.png,0.0
imagenes_ecg_test\0.0\ecg_289.png,0.0
imagenes_ecg_test\0.0\ecg_290.png,0.0
imagenes_ecg_test\0.0\ecg_291.png,0.0
imagenes_ecg_test\0.0\ecg_292.png,0.0
imagenes_ecg_test\0.0\ecg_293.png,0.0
imagenes_ecg_test\0.0\ecg_294.png,0.0
imagenes_ecg_test\0.0\ecg_295.png,0.0
imagenes_ecg_test\0.0\ecg_296.png,0.0
imagenes_ecg_test\0.0\ecg_297.png,0.0
imagenes_ecg_test\0.0\ecg_298.png,0.0
imagenes_ecg_test\0.0\ecg_299.png,0.0
imagenes_ecg_test\0.0\ecg_300.png,0.0
imagenes_ecg_test\0.0\ecg_301.png,0.0
imagenes_ecg_test\0.0\ecg_302.png,0.0
imagenes_ecg_test\0.0\ecg_303.png,0.0
imagenes_ecg_test\0.0\ecg_304.png,0.0
imagenes_ecg_test\0.0\ecg_305.png,0.0
imagenes_ecg_test\0.0\ecg_306.png,0.0
imagenes_ecg_test\0.0\ecg_307.png,0.0
imagenes_ecg_test\0.0\ecg_308.png,0.0
imagenes_ecg_test\0.0\ecg_309.png,0.0
imagenes_ecg_test\0.0\ecg_310.png,0.0
imagenes_ecg_test\0.0\ecg_311.png,0.0
imagenes_ecg_test\0.0\ecg_312.png,0.0
imagenes_ecg_test\0.0\ecg_313.png,0.0
imagenes_ecg_test\0.0\ecg_314.png,0.0
imagenes_ecg_test\0.0\ecg_315.png,0.0
imagenes_ecg_test\0.0\ecg_316.png,0.0
imagenes_ecg_test\0.0\ecg_317.png,0.0
imagenes_ecg_test\0.0\ecg_318.png,0.0
imagenes_ecg_test\0.0\ecg_319.png,0.0
imagenes_ecg_test\0.0\ecg_320.png,0.0
imagenes_ecg_test\0.0\ecg_321.png,0.0
imagenes_ecg_test\0.0\ecg_322.png,0.0
imagenes_ecg_test\0.0\ecg_323.png,0.0
imagenes_ecg_test\0.0\ecg_324.png,0.0
imagenes_ecg_test\0.0\ecg_325.png,0.0
imagenes_ecg_test\0.0\ecg_326.png,0.0
imagenes_ecg_test\0.0\ecg_327.png,0.0
imagenes_ecg_test\0.0\ecg_328.png,0.0
imagenes_ecg_test\0.0\ecg_329.png,0.0
imagenes_ecg_test\0.0\ecg_330.png,0.0
imagenes_ecg_test\0.0\ecg_331.png,0.0
imagenes_ecg_test\0.0\ecg_332.png,0.0
imagenes_ecg_test\0.0\ecg_333.png,0.0
imagenes_ecg_test\0.0\ecg_334.png,0.0
imagenes_ecg_test\0.0\ecg_335.png,0.0
imagenes_ecg_test\0.0\ecg_336.png,0.0
imagenes_ecg_test\0.0\ecg_337.png,0.0
imagenes_ecg_test\0.0\ecg_338.png,0.0
imagenes_ecg_test\0.0\ecg_339.png,0.0
imagenes_ecg_test\0.0\ecg_340.png,0.0
imagenes_ecg_test\0.0\ecg_341.png,0.0
imagenes_ecg_test\0.0\ecg_342.png,0.0
imagenes_ecg_test\0.0\ecg_343.png,0.0
imagenes_ecg_test\0.0\ecg_344.png,0.0
imagenes_ecg_test\0.0\ecg_345.png,0.0
imagenes_ecg_test\0.0\ecg_346.png,0.0
imagenes_ecg_test\0.0\ecg_347.png,0.0
imagenes_ecg_test\0.0\ecg_348.png,0.0
imagenes_ecg_test\0.0\ecg_349.png,0.0
imagenes_ecg_test\0.0\ecg_350.png,0.0
imagenes_ecg_test\0.0\ecg_351.png,0.0
imagenes_ecg_test\0.0\ecg_352.png,0.0
imagenes_ecg_test\0.0\ecg_353.png,0.0
imagenes_ecg_test\0.0\ecg_354.png,0.0
imagenes_ecg_test\0.0\ecg_355.png,0.0
imagenes_ecg_test\0.0\ecg_356.png,0.0
imagenes_ecg_test\0.0\ecg_357.png,0.0
imagenes_ecg_test\0.0\ecg_358.png,0.0
imagenes_ecg_test\0.0\ecg_359.png,0.0
imagenes_ecg_test\0.0\ecg_360.png,0.0
imagenes_ecg_test\0.0\ecg_361.png,0.0
imagenes_ecg_test\0.0\ecg_362.png,0.0
imagenes_ecg_test\0.0\ecg_363.png,0.0
imagenes_ecg_test\0.0\ecg_364.png,0.0
imagenes_ecg_test\0.0\ecg_365.png,0.0
imagenes_ecg_test\0.0\ecg_366.png,0.0
imagenes_ecg_test\0.0\ecg_367.png,0.0
imagenes_ecg_test\0.0\ecg_368.png,0.0
imagenes_ecg_test\0.0\ecg_369.png,0.0
imagenes_ecg_test\0.0\ecg_370.png,0.0
imagenes_ecg_test\0.0\ecg_371.png,0.0
imagenes_ecg_test\0.0\ecg_372.png,0.0
imagenes_ecg_test\0.0\ecg_373.png,0.0
imagenes_ecg_test\0.0\ecg_374.png,0.0
imagenes_ecg_test\0.0\ecg_375.png,0.0
imagenes_ecg_test\0.0\ecg_376.png,0.0
imagenes_ecg_test\0.0\ecg_377.png,0.0
imagenes_ecg_test\0.0\ecg_378.png,0.0
imagenes_ecg_test\0.0\ecg_379.png,0.0
imagenes_ecg_test\0.0\ecg_380.png,0.0
imagenes_ecg_test\0.0\ecg_381.png,0.0
imagenes_ecg_test\0.0\ecg_382.png,0.0
imagenes_ecg_test\0.0\ecg_383.png,0.0
imagenes_ecg_test\0.0\ecg_384.png,0.0
imagenes_ecg_test\0.0\ecg_385.png,0.0
imagenes_ecg_test\0.0\ecg_386.png,0.0
imagenes_ecg_test\0.0\ecg_387.png,0.0
imagenes_ecg_test\0.0\ecg_388.png,0.0
imagenes_ecg_test\0.0\ecg_389.png,0.0
imagenes_ecg_test\0.0\ecg_390.png,0.0
imagenes_ecg_test\0.0\ecg_391.png,0.0
imagenes_ecg_test\0.0\ecg_392.png,0.0
imagenes_ecg_test\0.0\ecg_393.png,0.0
imagenes_ecg_test\0.0\ecg_394.png,0.0
imagenes_ecg_test\0.0\ecg_395.png,0.0
imagenes_ecg_test\0.0\ecg_396.png,0.0
imagenes_ecg_test\0.0\ecg_397.png,0.0
imagenes_ecg_test\0.0\ecg_398.png,0.0
imagenes_ecg_test\0.0\ecg_399.png,0.0
imagenes_ecg_test\0.0\ecg_400.png,0.0
imagenes_ecg_test\0.0\ecg_401.png,0.0
imagenes_ecg_test\0.0\ecg_402.png,0.0
imagenes_ecg_test\0.0\ecg_403.png,0.0
imagenes_ecg_test\0.0\ecg_404.png,0.0
imagenes_ecg_test\0.0\ecg_405.png,0.0
imagenes_ecg_test\0.0\ecg_406.png,0.0
imagenes_ecg_test\0.0\ecg_407.png,0.0
imagenes_ecg_test\0.0\ecg_408.png,0.0
imagenes_ecg_test\0.0\ecg_409.png,0.0
imagenes_ecg_test\0.0\ecg_410.png,0.0
imagenes_ecg_test\0.0\ecg_411.png,0.0
imagenes_ecg_test\0.0\ecg_412.png,0.0
imagenes_ecg_test\0.0\ecg_413.png,0.0
imagenes_ecg_test\0.0\ecg_414.png,0.0
imagenes_ecg_test\0.0\ecg_415.png,0.0
imagenes_ecg_test\0.0\ecg_416.png,0.0
imagenes_ecg_test\0.0\ecg_417.png,0.0
imagenes_ecg_test\0.0\ecg_418.png,0.0
imagenes_ecg_test\0.0\ecg_419.png,0.0
imagenes_ecg_test\0.0\ecg_420.png,0.0
imagenes_ecg_test\0.0\ecg_421.png,0.0
imagenes_ecg_test\0.0\ecg_422.png,0.0
imagenes_ecg_test\0.0\ecg_423.png,0.0
imagenes_ecg_test\0.0\ecg_424.png,0.0
imagenes_ecg_test\0.0\ecg_425.png,0.0
imagenes_ecg_test\0.0\ecg_426.png,0.0
imagenes_ecg_test\0.0\ecg_427.png,0.0
imagenes_ecg_test\0.0\ecg_428.png,0.0
imagenes_ecg_test\0.0\ecg_429.png,0.0
imagenes_ecg_test\0.0\ecg_430.png,0.0
imagenes_ecg_test\0.0\ecg_431.png,0.0
imagenes_ecg_test\0.0\ecg_432.png,0.0
imagenes_ecg_test\0.0\ecg_433.png,0.0
imagenes_ecg_test\0.0\ecg_434.png,0.0
imagenes_ecg_test\0.0\ecg_435.png,0.0
imagenes_ecg_test\0.0\ecg_436.png,0.0
imagenes_ecg_test\0.0\ecg_437.png,0.0
imagenes_ecg_test\0.0\ecg_438.png,0.0
imagenes_ecg_test\0.0\ecg_439.png,0.0
imagenes_ecg_test\0.0\ecg_440.png,0.0
imagenes_ecg_test\0.0\ecg_441.png,0.0
imagenes_ecg_test\0.0\ecg_442.png,0.0
imagenes_ecg_test\0.0\ecg_443.png,0.0
imagenes_ecg_test\0.0\ecg_444.png,0.0
imagenes_ecg_test\0.0\ecg_445.png,0.0
imagenes_ecg_test\0.0\ecg_446.png,0.0
imagenes_ecg_test\0.0\ecg_447.png,0.0
imagenes_ecg_test\0.0\ecg_448.png,0.0
imagenes_ecg_test\0.0\ecg_449.png,0.0
imagenes_ecg_test\0.0\ecg_450.png,0.0
imagenes_ecg_test\0.0\ecg_451.png,0.0
imagenes_ecg_test\0.0\ecg_452.png,0.0
imagenes_ecg_test\0.0\ecg_453.png,0.0
imagenes_ecg_test\0.0\ecg_454.png,0.0
imagenes_ecg_test\0.0\ecg_455.png,0.0
imagenes_ecg_test\0.0\ecg_456.png,0.0
imagenes_ecg_test\0.0\ecg_457.png,0.0
imagenes_ecg_test\0.0\ecg_458.png,0.0
imagenes_ecg_test\0.0\ecg_459.png,0.0
imagenes_ecg_test\0.0\ecg_460.png,0.0
imagenes_ecg_test\0.0\ecg_461.png,0.0
imagenes_ecg_test\0.0\ecg_462.png,0.0
imagenes_ecg_test\0.0\ecg_463.png,0.0
imagenes_ecg_test\0.0\ecg_464.png,0.0
imagenes_ecg_test\0.0\ecg_465.png,0.0
imagenes_ecg_test\0.0\ecg_466.png,0.0
imagenes_ecg_test\0.0\ecg_467.png,0.0
imagenes_ecg_test\0.0\ecg_468.png,0.0
imagenes_ecg_test\0.0\ecg_469.png,0.0
imagenes_ecg_test\0.0\ecg_470.png,0.0
imagenes_ecg_test\0.0\ecg_471.png,0.0
imagenes_ecg_test\0.0\ecg_472.png,0.0
imagenes_ecg_test\0.0\ecg_473.png,0.0
imagenes_ecg_test\0.0\ecg_474.png,0.0
imagenes_ecg_test\0.0\ecg_475.png,0.0
imagenes_ecg_test\0.0\ecg_476.png,0.0
imagenes_ecg_test\0.0\ecg_477.png,0.0
imagenes_ecg_test\0.0\ecg_478.png,0.0
imagenes_ecg_test\0.0\ecg_479.png,0.0
imagenes_ecg_test\0.0\ecg_480.png,0.0
imagenes_ecg_test\0.0\ecg_481.png,0.0
imagenes_ecg_test\0.0\ecg_482.png,0.0
imagenes_ecg_test\0.0\ecg_483.png,0.0
imagenes_ecg_test\0.0\ecg_484.png,0.0
imagenes_ecg_test\0.0\ecg_485.png,0.0
imagenes_ecg_test\0.0\ecg_486.png,0.0
imagenes_ecg_test\0.0\ecg_487.png,0.0
imagenes_ecg_test\0.0\ecg_488.png,0.0
imagenes_ecg_test\0.0\ecg_489.png,0.0
imagenes_ecg_test\0.0\ecg_490.png,0.0
imagenes_ecg_test\0.0\ecg_491.png,0.0
imagenes_ecg_test\0.0\ecg_492.png,0.0
imagenes_ecg_test\0.0\ecg_493.png,0.0
imagenes_ecg_test\0.0\ecg_494.png,0.0
imagenes_ecg_test\0.0\ecg_495.png,0.0
imagenes_ecg_test\0.0\ecg_496.png,0.0
imagenes_ecg_test\0.0\ecg_497.png,0.0
imagenes_ecg_test\0.0\ecg_498.png,0.0
imagenes_ecg_test\0.0\ecg_499.png,0.0
imagenes_ecg_test\0.0\ecg_500.png,0.0
imagenes_ecg_test\0.0\ecg_501.png,0.0
imagenes_ecg_test\0.0\ecg_502.png,0.0
imagenes_ecg_test\0.0\ecg_503.png,0.0
imagenes_ecg_test\0.0\ecg_504.png,0.0
imagenes_ecg_test\0.0\ecg_505.png,0.0
imagenes_ecg_test\0.0\ecg_506.png,0.0
imagenes_ecg_test\0.0\ecg_507.png,0.0
imagenes_ecg_test\0.0\ecg_508.png,0.0
imagenes_ecg_test\0.0\ecg_509.png,0.0
imagenes_ecg_test\0.0\ecg_510.png,0.0
imagenes_ecg_test\0.0\ecg_511.png,0.0
imagenes_ecg_test\0.0\ecg_512.png,0.0
imagenes_ecg_test\0.0\ecg_513.png,0.0
imagenes_ecg_test\0.0\ecg_514.png,0.0
imagenes_ecg_test\0.0\ecg_515.png,0.0
imagenes_ecg_test\0.0\ecg_516.png,0.0
imagenes_ecg_test\0.0\ecg_517.png,0.0
